2021-11-22 21:07:56.903 | 1 | DBG | Microsoft.Extensions.Hosting.Internal.Host | Hosting starting
2021-11-22 21:08:06.332 | 5 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:5001/css/fontawesome-5.6.3/all.css - -
2021-11-22 21:08:06.326 | 16 | VRB | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2021-11-22 21:08:06.335 | 7 | VRB | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2021-11-22 21:08:06.341 | 13 | VRB | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Range header's value is empty.
2021-11-22 21:08:06.344 | 16 | DBG | Microsoft.AspNetCore.HttpsPolicy.HstsMiddleware | The host 'localhost' is excluded. Skipping HSTS header.
2021-11-22 21:08:06.345 | 5 | VRB | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2021-11-22 21:08:06.347 | 7 | DBG | Microsoft.AspNetCore.HttpsPolicy.HstsMiddleware | The host 'localhost' is excluded. Skipping HSTS header.
2021-11-22 21:08:06.348 | 4 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" received "HEADERS" frame for stream ID 13 with length 46 and flags "END_STREAM, END_HEADERS, PRIORITY"
2021-11-22 21:08:06.350 | 11 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:5001/lib/jquery/dist/jquery.min.js - -
2021-11-22 21:08:06.355 | 5 | DBG | Microsoft.AspNetCore.HttpsPolicy.HstsMiddleware | The host 'localhost' is excluded. Skipping HSTS header.
2021-11-22 21:08:06.367 | 4 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" received "HEADERS" frame for stream ID 15 with length 59 and flags "END_STREAM, END_HEADERS, PRIORITY"
2021-11-22 21:08:06.371 | 5 | VRB | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Range header's value is empty.
2021-11-22 21:08:06.359 | 7 | VRB | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Range header's value is empty.
2021-11-22 21:08:06.370 | 11 | VRB | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2021-11-22 21:08:06.359 | 13 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "HEADERS" frame for stream ID 3 with length 79 and flags "END_HEADERS"
2021-11-22 21:08:06.367 | 14 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:5001/lib/chartjs/Chart.bundle.js - -
2021-11-22 21:08:06.353 | 16 | VRB | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Range header's value is empty.
2021-11-22 21:08:06.377 | 10 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:5001/lib/jquery-datatables/jquery.dataTables.min.js - -
2021-11-22 21:08:06.387 | 5 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "HEADERS" frame for stream ID 9 with length 63 and flags "END_HEADERS"
2021-11-22 21:08:06.383 | 11 | DBG | Microsoft.AspNetCore.HttpsPolicy.HstsMiddleware | The host 'localhost' is excluded. Skipping HSTS header.
2021-11-22 21:08:06.390 | 14 | VRB | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2021-11-22 21:08:06.396 | 10 | VRB | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2021-11-22 21:08:06.398 | 7 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "HEADERS" frame for stream ID 7 with length 62 and flags "END_HEADERS"
2021-11-22 21:08:06.401 | 11 | VRB | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Range header's value is empty.
2021-11-22 21:08:06.403 | 14 | DBG | Microsoft.AspNetCore.HttpsPolicy.HstsMiddleware | The host 'localhost' is excluded. Skipping HSTS header.
2021-11-22 21:08:06.405 | 10 | DBG | Microsoft.AspNetCore.HttpsPolicy.HstsMiddleware | The host 'localhost' is excluded. Skipping HSTS header.
2021-11-22 21:08:06.420 | 14 | VRB | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Range header's value is empty.
2021-11-22 21:08:06.423 | 10 | VRB | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Range header's value is empty.
2021-11-22 21:08:06.414 | 16 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "HEADERS" frame for stream ID 5 with length 63 and flags "END_HEADERS"
2021-11-22 21:08:06.434 | 4 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 3 with length 16384 and flags "NONE"
2021-11-22 21:08:06.442 | 7 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 7 with length 5410 and flags "NONE"
2021-11-22 21:08:06.450 | 10 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "HEADERS" frame for stream ID 15 with length 86 and flags "END_HEADERS"
2021-11-22 21:08:06.450 | 7 | INF | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Sending file. Request path: '/css/site.css'. Physical path: 'C:\Repositorios\UAI\MCGA\TPGrupal\UI\UserInterface\wwwroot\css\site.css'
2021-11-22 21:08:06.454 | 13 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 3 with length 16384 and flags "NONE"
2021-11-22 21:08:06.464 | 4 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 9 with length 16384 and flags "NONE"
2021-11-22 21:08:06.467 | 11 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "HEADERS" frame for stream ID 11 with length 33 and flags "END_HEADERS"
2021-11-22 21:08:06.471 | 16 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 5 with length 14440 and flags "NONE"
2021-11-22 21:08:06.478 | 5 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 15 with length 16384 and flags "NONE"
2021-11-22 21:08:06.478 | 16 | INF | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Sending file. Request path: '/lib/jquery-datatables/jquery.dataTables.min.css'. Physical path: 'C:\Repositorios\UAI\MCGA\TPGrupal\UI\UserInterface\wwwroot\lib\jquery-datatables\jquery.dataTables.min.css'
2021-11-22 21:08:06.482 | 7 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 7 with length 0 and flags "END_STREAM"
2021-11-22 21:08:06.488 | 4 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 15 with length 16384 and flags "NONE"
2021-11-22 21:08:06.489 | 7 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:5001/css/site.css - - - 200 5410 text/css 168.6105ms
2021-11-22 21:08:06.494 | 10 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 9 with length 16384 and flags "NONE"
2021-11-22 21:08:06.499 | 11 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 11 with length 16384 and flags "NONE"
2021-11-22 21:08:06.503 | 13 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 3 with length 16384 and flags "NONE"
2021-11-22 21:08:06.510 | 14 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "HEADERS" frame for stream ID 13 with length 64 and flags "END_HEADERS"
2021-11-22 21:08:06.514 | 4 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 15 with length 16384 and flags "NONE"
2021-11-22 21:08:06.531 | 5 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 9 with length 16384 and flags "NONE"
2021-11-22 21:08:06.540 | 11 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 11 with length 16384 and flags "NONE"
2021-11-22 21:08:06.545 | 13 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 3 with length 16384 and flags "NONE"
2021-11-22 21:08:06.550 | 16 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 5 with length 0 and flags "END_STREAM"
2021-11-22 21:08:06.554 | 14 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 16384 and flags "NONE"
2021-11-22 21:08:06.554 | 16 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:5001/lib/jquery-datatables/jquery.dataTables.min.css - - - 200 14440 text/css 256.4376ms
2021-11-22 21:08:06.567 | 4 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 15 with length 16384 and flags "NONE"
2021-11-22 21:08:06.578 | 10 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 9 with length 16384 and flags "NONE"
2021-11-22 21:08:06.585 | 11 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 11 with length 16384 and flags "NONE"
2021-11-22 21:08:06.592 | 5 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 16384 and flags "NONE"
2021-11-22 21:08:06.598 | 13 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 3 with length 16384 and flags "NONE"
2021-11-22 21:08:06.614 | 16 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 15 with length 16384 and flags "NONE"
2021-11-22 21:08:06.618 | 10 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 9 with length 4914 and flags "NONE"
2021-11-22 21:08:06.623 | 4 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 11 with length 16384 and flags "NONE"
2021-11-22 21:08:06.630 | 10 | INF | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Sending file. Request path: '/css/fontawesome-5.6.3/all.css'. Physical path: 'C:\Repositorios\UAI\MCGA\TPGrupal\UI\UserInterface\wwwroot\css\fontawesome-5.6.3\all.css'
2021-11-22 21:08:06.632 | 11 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 3 with length 16384 and flags "NONE"
2021-11-22 21:08:06.641 | 14 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 16384 and flags "NONE"
2021-11-22 21:08:06.650 | 7 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 11 with length 16384 and flags "NONE"
2021-11-22 21:08:06.654 | 5 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 3 with length 16384 and flags "NONE"
2021-11-22 21:08:06.664 | 10 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 9 with length 0 and flags "END_STREAM"
2021-11-22 21:08:06.668 | 7 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 11 with length 7556 and flags "NONE"
2021-11-22 21:08:06.668 | 10 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:5001/css/fontawesome-5.6.3/all.css - - - 200 70450 text/css 335.9645ms
2021-11-22 21:08:06.672 | 7 | INF | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Sending file. Request path: '/lib/jquery/dist/jquery.min.js'. Physical path: 'C:\Repositorios\UAI\MCGA\TPGrupal\UI\UserInterface\wwwroot\lib\jquery\dist\jquery.min.js'
2021-11-22 21:08:06.672 | 13 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 3 with length 16384 and flags "NONE"
2021-11-22 21:08:06.686 | 7 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 11 with length 0 and flags "END_STREAM"
2021-11-22 21:08:06.692 | 14 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 16384 and flags "NONE"
2021-11-22 21:08:06.692 | 7 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:5001/lib/jquery/dist/jquery.min.js - - - 200 89476 application/javascript 341.9507ms
2021-11-22 21:08:06.698 | 11 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 3 with length 16384 and flags "NONE"
2021-11-22 21:08:06.709 | 16 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 15 with length 5977 and flags "NONE"
2021-11-22 21:08:06.713 | 16 | INF | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Sending file. Request path: '/lib/jquery-datatables/jquery.dataTables.min.js'. Physical path: 'C:\Repositorios\UAI\MCGA\TPGrupal\UI\UserInterface\wwwroot\lib\jquery-datatables\jquery.dataTables.min.js'
2021-11-22 21:08:06.713 | 4 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 16384 and flags "NONE"
2021-11-22 21:08:06.720 | 11 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 3 with length 8308 and flags "NONE"
2021-11-22 21:08:06.723 | 16 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 15 with length 0 and flags "END_STREAM"
2021-11-22 21:08:06.724 | 11 | INF | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Sending file. Request path: '/lib/bootstrap/dist/css/bootstrap.min.css'. Physical path: 'C:\Repositorios\UAI\MCGA\TPGrupal\UI\UserInterface\wwwroot\lib\bootstrap\dist\css\bootstrap.min.css'
2021-11-22 21:08:06.727 | 5 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 16384 and flags "NONE"
2021-11-22 21:08:06.727 | 16 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:5001/lib/jquery-datatables/jquery.dataTables.min.js - - - 200 87897 application/javascript 350.9851ms
2021-11-22 21:08:06.735 | 11 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 3 with length 0 and flags "END_STREAM"
2021-11-22 21:08:06.746 | 4 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 16384 and flags "NONE"
2021-11-22 21:08:06.746 | 11 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:5001/lib/bootstrap/dist/css/bootstrap.min.css - - - 200 155764 text/css 459.7307ms
2021-11-22 21:08:06.753 | 11 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 16384 and flags "NONE"
2021-11-22 21:08:06.764 | 12 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 16384 and flags "NONE"
2021-11-22 21:08:06.777 | 13 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" received "HEADERS" frame for stream ID 17 with length 58 and flags "END_STREAM, END_HEADERS, PRIORITY"
2021-11-22 21:08:06.886 | 12 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 16384 and flags "NONE"
2021-11-22 21:08:06.887 | 13 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:5001/lib/bootstrap/dist/js/bootstrap.bundle.min.js - -
2021-11-22 21:08:06.897 | 12 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 16384 and flags "NONE"
2021-11-22 21:08:06.903 | 13 | VRB | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2021-11-22 21:08:06.916 | 13 | DBG | Microsoft.AspNetCore.HttpsPolicy.HstsMiddleware | The host 'localhost' is excluded. Skipping HSTS header.
2021-11-22 21:08:06.914 | 12 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 16384 and flags "NONE"
2021-11-22 21:08:06.930 | 12 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 16384 and flags "NONE"
2021-11-22 21:08:06.930 | 13 | VRB | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Range header's value is empty.
2021-11-22 21:08:06.936 | 12 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 16384 and flags "NONE"
2021-11-22 21:08:06.949 | 13 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "HEADERS" frame for stream ID 17 with length 63 and flags "END_HEADERS"
2021-11-22 21:08:06.956 | 16 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 16384 and flags "NONE"
2021-11-22 21:08:06.967 | 11 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 17 with length 16384 and flags "NONE"
2021-11-22 21:08:06.976 | 16 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 16384 and flags "NONE"
2021-11-22 21:08:06.980 | 11 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 17 with length 16384 and flags "NONE"
2021-11-22 21:08:06.985 | 10 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 16384 and flags "NONE"
2021-11-22 21:08:06.993 | 16 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 17 with length 16384 and flags "NONE"
2021-11-22 21:08:06.997 | 11 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 16384 and flags "NONE"
2021-11-22 21:08:07.003 | 12 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 17 with length 16384 and flags "NONE"
2021-11-22 21:08:07.009 | 11 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 16384 and flags "NONE"
2021-11-22 21:08:07.015 | 12 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 17 with length 13105 and flags "NONE"
2021-11-22 21:08:07.020 | 11 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 16384 and flags "NONE"
2021-11-22 21:08:07.020 | 12 | INF | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Sending file. Request path: '/lib/bootstrap/dist/js/bootstrap.bundle.min.js'. Physical path: 'C:\Repositorios\UAI\MCGA\TPGrupal\UI\UserInterface\wwwroot\lib\bootstrap\dist\js\bootstrap.bundle.min.js'
2021-11-22 21:08:07.027 | 13 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 16384 and flags "NONE"
2021-11-22 21:08:07.033 | 12 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 17 with length 0 and flags "END_STREAM"
2021-11-22 21:08:07.038 | 16 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 16384 and flags "NONE"
2021-11-22 21:08:07.039 | 12 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:5001/lib/bootstrap/dist/js/bootstrap.bundle.min.js - - - 200 78641 application/javascript 151.6229ms
2021-11-22 21:08:07.047 | 11 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 16384 and flags "NONE"
2021-11-22 21:08:07.052 | 12 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" received "HEADERS" frame for stream ID 19 with length 70 and flags "END_STREAM, END_HEADERS, PRIORITY"
2021-11-22 21:08:07.086 | 14 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 16384 and flags "NONE"
2021-11-22 21:08:07.087 | 12 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:5001/js/site.js?v=4q1jwFhaPaZgr8WAUSrux6hAuh0XDg9kPS3xIVq36I0 - -
2021-11-22 21:08:07.119 | 14 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 16384 and flags "NONE"
2021-11-22 21:08:07.122 | 12 | VRB | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2021-11-22 21:08:07.128 | 12 | DBG | Microsoft.AspNetCore.HttpsPolicy.HstsMiddleware | The host 'localhost' is excluded. Skipping HSTS header.
2021-11-22 21:08:07.130 | 13 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 16384 and flags "NONE"
2021-11-22 21:08:07.133 | 12 | VRB | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Range header's value is empty.
2021-11-22 21:08:07.138 | 16 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 16384 and flags "NONE"
2021-11-22 21:08:07.146 | 12 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "HEADERS" frame for stream ID 19 with length 31 and flags "END_HEADERS"
2021-11-22 21:08:07.150 | 16 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 16384 and flags "NONE"
2021-11-22 21:08:07.154 | 12 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 19 with length 230 and flags "NONE"
2021-11-22 21:08:07.160 | 16 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 16384 and flags "NONE"
2021-11-22 21:08:07.160 | 12 | INF | Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware | Sending file. Request path: '/js/site.js'. Physical path: 'C:\Repositorios\UAI\MCGA\TPGrupal\UI\UserInterface\wwwroot\js\site.js'
2021-11-22 21:08:07.165 | 16 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 16384 and flags "NONE"
2021-11-22 21:08:07.171 | 12 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 19 with length 0 and flags "END_STREAM"
2021-11-22 21:08:07.178 | 11 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 16384 and flags "NONE"
2021-11-22 21:08:07.178 | 12 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:5001/js/site.js?v=4q1jwFhaPaZgr8WAUSrux6hAuh0XDg9kPS3xIVq36I0 - - - 200 230 application/javascript 91.6868ms
2021-11-22 21:08:07.188 | 14 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" received "HEADERS" frame for stream ID 21 with length 55 and flags "END_STREAM, END_HEADERS, PRIORITY"
2021-11-22 21:08:07.208 | 14 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 16384 and flags "NONE"
2021-11-22 21:08:07.208 | 7 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:5001/_framework/aspnetcore-browser-refresh.js - -
2021-11-22 21:08:07.217 | 14 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 16384 and flags "NONE"
2021-11-22 21:08:07.226 | 7 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "HEADERS" frame for stream ID 21 with length 59 and flags "END_HEADERS"
2021-11-22 21:08:07.231 | 12 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 16384 and flags "NONE"
2021-11-22 21:08:07.235 | 7 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 21 with length 7924 and flags "NONE"
2021-11-22 21:08:07.242 | 13 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 13 with length 16384 and flags "NONE"
2021-11-22 21:08:07.246 | 7 | VRB | Microsoft.AspNetCore.Server.Kestrel | Connection id "0HMDE2L87LHTF" sending "DATA" frame for stream ID 21 with length 0 and flags "END_STREAM"
2021-11-22 21:08:07.250 | 7 | INF | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:5001/_framework/aspnetcore-browser-refresh.js - - - 200 7924 application/javascript;+charset=utf-8 42.0422ms
